Job_Title,Skill,Company,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees,Company_Industry
Junior AI/ML Data Analyst,TensorFlow| Machine Learning| Data Management| R| C/C++| JSON| STATA| AI| Data Mining| SAS| Image Processing| Tableau| Java| Data Science| Python| AWS,World Fuel,99,3.400000095,23,FL,"Less than 10,000",Energy and Utilities
Data Analyst - DAS,Data Mining| Microsoft SQL Server| Data Management| R| Oracle| SAS| SQL| Sybase| MySQL,Mindshare,100,3.799999952,30,NY,"Less than 10,000","Media, News and Publishing"
Portfolio Data Analyst,Project Management| SQL| Excel| Microsoft Office,Ameritas,101,3.200000048,30,OH,"Less than 10,000",Insurance
"Delivery Manager, Data Analytics",Pig| Microsoft Project| Hadoop| SDLC| Azure| R| Scala| SQL| Tableau| Spark| Visio| Informatica| Python| Jira| AWS,Ameritas,101,3.200000048,30,OH,"Less than 10,000",Insurance
Procurement Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Microsoft Office| SQL,KGPCo,102,3.299999952,30,MN,"Less than 10,000",Telecommunications
Data Analyst,Data Mining| R| Python| SQL| Tableau,Getty Images,102,3.900000095,30,NY,"Less than 10,000",
Data Analyst,Data Analysis| Excel| Microsoft Access,"Strategic Resources, Inc.",102,3.700000048,30,VA,"Less than 10,000",Consulting and Business Services
"Data Analyst, Reporting & Analysis",Hyperion| Oracle| SQL| Microsoft Office| Excel| Tableau| Microsoft Access| Data Analysis,The New School,103,3.900000095,20,NY,,Education and Schools
"Data Analyst, Early Stage Practice",Microsoft Powerpoint| SQL| Tableau,Silicon Valley Bank,103,4,30,CA,,
Data Analyst,SQL| Tableau| Data Warehouse| QlikView,Mentor Graphics,103,4.300000191,22,OR,"Less than 10,000",Internet and Software
Principal Data Analyst,Data Mining| Machine Learning| Data Warehouse| SAS| SQL| Tableau,Silicon Valley Bank,103,4,13,CA,,
Data Analyst,Data Mining| Microsoft SQL Server| Oracle| SQL| Data Analysis,Bartech Group,103,3.799999952,1,IA,"Less than 10,000",Consulting and Business Services
Data Analyst,Data Management| SDLC| R| SQL| Java| Design Experience|  Project / Program Management| Python| Jira,CAPCO,103,3.5,23,NY,"Less than 10,000",Consulting and Business Services
Data Analyst,Microsoft Powerpoint| Oracle| Microsoft Office,Crestron Electronics,104,3.099999905,30,NJ,"Less than 10,000",Computers and Electronics
Data Analyst,Microsoft Powerpoint| Oracle| Microsoft Office,Crestron,104,3.099999905,30,NJ,"Less than 10,000",Computers and Electronics
Data Analyst,,Crozer Keystone Health System,104,3.5,26,PA,"Less than 10,000",Health Care
Data Analyst,,Crozer Keystone Health System,104,3.5,30,PA,"Less than 10,000",Health Care
Healthcare Data Analyst,Data Analysis| SAS| Crystal Reports| SQL| Excel| Microsoft Access,Moda Health,106,3.200000048,5,OR,,
Provider Data Analyst,SAS| Excel| Microsoft Access| Accounting,Moda Health,106,3.200000048,5,OR,,
Digital Services Data Analyst,Business Intelligence| Excel| Tableau,Fremont Bank,106,3.5,28,CA,,Banks and Financial Services
Data Analyst,Salesforce CRM| R| Tableau,Youth Policy Institute,108,4,4,CA,"Less than 10,000",Organization
QA Production Data Analyst,Microsoft SQL Server| Time Management| Scripting| Microsoft Office| SQL| Microsoft Access| Data Analysis| Shell Scripting,MetroPlus Health Plan,108,3.299999952,14,NY,,
Senior Data Analyst,Python| Microsoft Office| Excel| SQL,Numerator,108,3.599999905,27,IL,"Less than 10,000",Consulting and Business Services
"Data Analyst, Bomoda",Python| OOP| SQL,Weber Shandwick,108,4,1,NY,,
"SVP/VP, Analytics",Marketing,Weber Shandwick,108,4,6,NY,,
Data Analyst - Omni-Channel Marketing,Database Marketing| Data Mining| Marketing| Python| SQL| Tableau,Fossil Group,110,3.900000095,30,TX,"10,000+",Consumer Goods and Services
Marketing Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| Marketing| R| Business Analysis| SAS| Omniture| SQL,Nextiva,111,4.300000191,30,AZ,"Less than 10,000",Telecommunications
Performance Improvement Data Analyst,Data Mining| Project Management| Excel,Einstein Healthcare Network,112,3.400000095,19,PA,"Less than 10,000",Health Care
Data Analyst - Client Site,Excel| Microsoft Office| Tableau,Fragomen,113,3.299999952,5,CA,"Less than 10,000",Consulting and Business Services
HEALTHCARE DATA ANALYST,JavaScript| Data Mining| XML| SQL,Appalachian Regional Healthcare,114,3.599999905,30,KY,"Less than 10,000",Health Care
Data Analytics Analyst,Oracle| Crystal Reports| SQL,Central Maine Medical Center,117,3.299999952,30,ME,,Health Care
Data Analyst_ HIM,Microsoft Powerpoint| Microsoft Office,Renown Health,118,3.299999952,28,NV,"Less than 10,000",Health Care
BI Data Analyst - Limited Term (Open),Database Administration| Microsoft SQL Server| PowerShell| Oracle| Crystal Reports| SQL| GIS,County of San Mateo,119,4,30,CA,,Government
Data Analyst - Analytic Solutions,Data Analysis| R| SAS| Python| SQL,Credit Acceptance,120,3.599999905,20,MI,"Less than 10,000",Banks and Financial Services
Data Analyst,Hive| Data Mining| Spark| Machine Learning| Python,Time Warner,123,4.199999809,2,NY,"10,000+","Media, News and Publishing"
"Game Data Analyst, Monetization",Data Mining| Microsoft Powerpoint| SQL| Tableau| Confluence| Python,Time Warner,123,4.199999809,5,IL,"10,000+","Media, News and Publishing"
Technology Spring 2019 Intern - TDC Consumer Analytics Data...,Hive| Data Mining| Machine Learning| R| Scala| SQL| Python,Time Warner,123,4.199999809,5,GA,"10,000+","Media, News and Publishing"
Enterprise BI Data Analyst,Alteryx| Microsoft Powerpoint| R| Statisical Analysis| SQL| Microsoft Office| Tableau,DJO,125,3.299999952,30,TX,,Health Care
DATA ANALYST - IHC,Statistical Software| Microsoft Powerpoint| Microsoft Office,Aultman Hospital,127,3.799999952,30,OH,"Less than 10,000",Health Care
Data Analyst / SQL Developer (Data),Linux| Microsoft SQL Server| Perl| SQL| PostgreSQL| Chef| PowerShell| Scripting| Oracle| Java| Data Warehouse| Shell Scripting| Python| DB2,"Digital Management, LLC",127,3.700000048,30,MD,,Internet and Software
Data Analyst,R| SAS| Statisical Analysis| SQL| Tableau| SPSS,CRGT Inc.,131,3.400000095,9,MD,"Less than 10,000",Aerospace and Defense
"Sr. Analyst, Data Analytics",SQL,First National Bank of Omaha,131,4.199999809,16,NE,,Banks and Financial Services
Fair Lending Data Analyst,Microsoft Powerpoint| Excel,First Republic Bank,131,4,30,CA,,
Data Analyst,Statisical Analysis| Excel| Microsoft Office,CRGT Inc.,131,3.400000095,28,DC,"Less than 10,000",Aerospace and Defense
Contingent Data Analyst,TFS| Data Analysis| Jira| SQL,First Republic Bank,131,4,21,CA,,
Data Analyst,Data Analysis| SQL,First Republic Bank,131,4,28,CA,,
Business Analyst - Performance Data Analyst,Data Analysis| Jira| SQL,First Republic Bank,131,4,30,CA,,
Senior Manager of Data & Analytics,Java| R| Python| SQL| Tableau,First Republic Bank,132,4,20,CA,,
Data Analyst,Microsoft Office,Housing Works,133,3.900000095,30,NY,,Organization
Associate IT Data Analyst,T-SQL| Microsoft SQL Server| QlikView| Oracle| SQL| Tableau,Dassault Falcon Jet,134,3.900000095,8,AR,,
Analytics - Vice President,Statistical Software| Spark| R| SAS| Python| Omniture| SQL,Merkle Inc.,136,3.400000095,8,MD,"Less than 10,000",Consulting and Business Services
Healthcare Data Analyst,RHIA| CPHQ| Medical Terminology| Power BI| SQL,Virginia Mason Medical Center,138,3.900000095,12,WA,"Less than 10,000",Health Care
HAIMA - HC Data Analyst,Microsoft Powerpoint| QlikView| Visio| SAS| SQL| Tableau,The Carle Foundation,139,4.099999905,8,IL,,Health Care
Data Analyst,Microsoft Powerpoint,QuEST Global Engineering,139,3.299999952,27,CT,"10,000+",Aerospace and Defense
Data Analytics Analyst 2,Time Management| Microsoft Powerpoint,IQVIA,140,3.700000048,28,NJ,,Pharmaceuticals
Data Analytics Analyst,,IQVIA,140,3.700000048,28,NC,,Pharmaceuticals
Business Data Analyst,Time Management| Microsoft Powerpoint| SQL| Tableau,Freedom Financial Network,142,3.599999905,30,CA,"Less than 10,000",Banks and Financial Services
Data Analyst Intern,R| Python| SQL,Illumina,144,3.599999905,18,CA,"Less than 10,000",Health Care
Data Analytics Business Systems Analyst,,Teradata,145,3.799999952,1,CA,"10,000+",Internet and Software
Product Manager - Analytics Data Platform,Machine Learning| Hadoop| Kafka| Spark| Kubernetes,Teradata,145,3.799999952,2,CA,"10,000+",Internet and Software
Data Analyst,Microsoft Powerpoint| Google Analytics| Excel| Spark| Data Analysis| Python,The Parking Spot,146,3.599999905,30,IL,"Less than 10,000","Restaurants, Travel and Leisure"
ERP Data Analyst,ERP Systems| Microsoft Office,Wildlife Conservation Society,146,3.900000095,30,NY,,Organization
Quality Data Analyst,Project Management| Quality Management| Minitab,Cook Medical,146,3.700000048,30,IN,,
Commission Data Analyst II,Project Management| Marketing| SQL| Excel| Microsoft Office| Microsoft Access,doTERRA International,149,4.400000095,1,UT,,Consumer Goods and Services
Clinical Data Analyst,Hyperion| R| SAS| SQL| Excel| Tableau| Microsoft Access| SPSS| QlikView| Medical Terminology| Data Analysis,Envision Healthcare,149,3.599999905,26,FL,,Health Care
"Data Analyst, Psychology",,CHOC Children's Hospital,149,4.099999905,19,CA,,Health Care
Data Analyst,JavaScript| R| SQL| HTML5| Tableau| CSS,Virginia Jobs,150,3.799999952,5,VA,,Government
Data Analyst,Data Analysis,Regional One Health,155,3.799999952,5,TN,,
"Analyst, Data & Analysis (Social Analytics)",Data Mining| Microsoft Powerpoint| Microsoft Office,DigitasLBi,155,3.799999952,30,NY,,
Sr. Data Analyst,Oracle| SAS| Crystal Reports| SQL| Tableau,Meridian Health Plan,155,2.799999952,15,MI,,Health Care
Data Analyst,Business Intelligence| Microsoft SQL Server| Data Mining| Oracle| Microsoft Access,WebMD,157,3.599999905,7,NY,"Less than 10,000",Internet and Software
Data Analyst II,Microsoft Powerpoint| Visual Basic| R| SQL| Microsoft Word| Accounting| Python,AmTrust Financial Services,158,2.900000095,27,NJ,,Banks and Financial Services
Sr. Data Analyst,Epic| SQL,Children's Hospital of Wisconsin,161,4.300000191,30,WI,,Health Care
Data Analyst,Microsoft SQL Server| SDLC| Oracle| SQL| ITIL| Data Analysis,Protective Life Corporation,163,3.799999952,30,AL,,Insurance
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,167,3.5,5,NC,"Less than 10,000",Banks and Financial Services
"Data Analyst - Technology - Remote, Nationwide",Business Intelligence| Database Administration| Microsoft SQL Server| SQL,Bank of America Merchant Services,167,3.5,5,NC,"Less than 10,000",Banks and Financial Services
Data Analyst,Project Management,VCU Health System,169,3.599999905,30,VA,"10,000+",Health Care
Master Data Analyst - Procurement,Microsoft Powerpoint,Guardian Industries,169,3.599999905,1,MI,"10,000+",Industrial Manufacturing
Data Analyst II,Microsoft SQL Server| R| Python| SQL| Excel| Microsoft Access,American Institutes for Research,169,3.799999952,8,DC,,
Sr. Data Analyst,JD Edwards| Accounting| Excel,Crown Castle,172,4,12,PA,"Less than 10,000",Telecommunications
Pharmacy Data Analyst,Excel| SQL| Microsoft Access,"Lockton, Inc.",174,4.099999905,1,MO,,Insurance
Healthcare Data Analyst,Data Mining| Data Warehouse| Microsoft Powerpoint| Data Analysis| SQL| Tableau,"Lockton, Inc.",174,4.099999905,6,TX,,Insurance
Master Data Analyst,JD Edwards| Microsoft SQL Server| Data Warehouse| Visio| Data Analysis,Clearwater Paper,174,3.299999952,16,WA,,
Healthcare Reimbursement and Data Analyst,Data Mining| Microsoft Powerpoint| Visual Basic| Power BI| Excel| SQL| Accounting,Ensign Services,174,2.799999952,30,TX,"10,000+",Health Care
Compliance Data Analyst,Python| Excel| SQL| Microsoft Access,Ensign Services,174,2.799999952,30,CA,"10,000+",Health Care
Personal Lines & Farm Underwriting Data Analyst,SQL| Tableau,Farm Bureau Insurance of Michigan,177,4.099999905,2,MI,"Less than 10,000",Insurance
Enterprise Data Analyst,Statistical Software| Data Mining| Machine Learning| R| Python,Farm Bureau Insurance of Michigan,177,4.099999905,8,MI,"Less than 10,000",Insurance
HR Data Analyst,Data Mining| Machine Learning| R| Statisical Analysis| Python| Workday| Excel| Tableau,NVIDIA,177,4.199999809,30,CA,,Computers and Electronics
EBI Data Analyst,Microsoft Powerpoint| SAS| SQL| Microsoft Office,Arkansas Blue Cross and Blue Shield,180,4.099999905,1,AR,"Less than 10,000",Insurance
Marketing Data Analyst,Statistical Software| Quantitative Analysis| Data Mining| Microsoft Powerpoint| Marketing Automation| Marketing| Digital Marketing| Microsoft Office| Excel,CooperVision,180,3.900000095,30,NY,"Less than 10,000",Consumer Goods and Services
Data Analyst University Grad,Big Data| Alteryx| R| Python,ViaSat,182,3.799999952,12,CA,"Less than 10,000",Telecommunications
Business Process/Data Analyst,Microsoft Office| Microsoft Access,KBRWyle,183,3.900000095,30,TX,"10,000+",Government
SQL Data Analyst- Applied Technology - Tax,T-SQL| Microsoft SQL Server| Accounting| SQL| Tableau,Crowe,183,3.799999952,21,MI,"Less than 10,000",Consulting and Business Services
SQL Data Analyst- Applied Technology - Tax,T-SQL| Microsoft SQL Server| Accounting| SQL| Tableau,Crowe,183,3.799999952,21,IN,"Less than 10,000",Consulting and Business Services
SQL Data Analyst- Applied Technology - Tax,T-SQL| Microsoft SQL Server| Accounting| SQL| Tableau,Crowe,183,3.799999952,21,IN,"Less than 10,000",Consulting and Business Services
SQL Data Analyst- Applied Technology - Tax,T-SQL| Microsoft SQL Server| Accounting| SQL| Tableau,Crowe,183,3.799999952,21,IL,"Less than 10,000",Consulting and Business Services
Technical Big Data Analyst,Java| Big Data| Cassandra| Hive| Spark| Machine Learning| Kafka| Scala| SQL| Apache,Jet.com,183,3.5,30,NJ,"Less than 10,000",Internet and Software
QM Data Analyst,Data Mining| Microsoft SQL Server| Crystal Reports| SQL| Microsoft Office,MJHS,187,3.700000048,30,NY,,Health Care
Optical Data Analyst,Software Testing| MATLAB| Image Processing| Signal Processing| Python| C/C++,ASML,189,4,30,CT,"10,000+",Computers and Electronics
Loyalty Data Analyst,Visual Basic| Marketing| SAS| SQL| Microsoft Office,Safeway Corp.,190,3.5,5,CA,,Retail
"AVP, Investment Analytics",Chartered Financial Analyst| Project Management| R| SQL| Visual Basic| Process Improvement| SAS| Management Experience| Python,Manulife,190,4,4,MA,,Insurance
Data Analyst (Jr. Level),Adobe Acrobat| Microsoft Powerpoint| Microsoft Office,Alion Science and Technology,192,3.599999905,22,DC,"Less than 10,000",Internet and Software
SMART Data Analyst,Project Management| C/C++| SQL| Data Analysis| Leadership Experience| Programmable Logic Controllers,Arconic,192,2.799999952,2,IA,"10,000+",Industrial Manufacturing
DATA ANALYST - 18210882,Perl| SAS| SQL| Java| SPSS,CTG,193,3.599999905,28,NY,,Internet and Software
Research Data Analyst 2,Microsoft Powerpoint| R| Microsoft Office,UC DAVIS HEALTH SYSTEM,196,4.099999905,1,CA,,Education and Schools
Research Data Analyst 3,Machine Learning| R,UC DAVIS HEALTH SYSTEM,196,4.099999905,1,CA,,Education and Schools
Production Data Analyst,SQL,Wunderman,197,3.900000095,5,TX,,
Senior Data Analyst,Database Marketing| Marketing| Digital Marketing| SAS| SQL| Tableau| Doubleclick,Wunderman,197,3.900000095,11,DC,,
Data Analyst II,Business Intelligence| Machine Learning| Hadoop| Oracle| SQL| Tableau| Adobe Marketing,Beachbody,199,4,30,CA,"Less than 10,000",Retail
BI Data Analyst Lead,PL/SQL| Data Warehouse| Design Experience| Oracle| SQL,City National Bank,199,3.700000048,30,CA,"Less than 10,000",Banks and Financial Services
Supply Chain Data Analyst,Analysis Skills| Microsoft Office,Johnson Matthey,201,3.400000095,12,NJ,"10,000+",
CRM Data Analyst,Statistical Software| Performance Marketing| Quantitative Analysis| R| SAS| SQL| Tableau| Python,sweetgreen,201,3.700000048,30,CA,"Less than 10,000",Food and Beverages
"Data Analyst, Marketing Science",Performance Marketing| Quantitative Analysis| R| Scala| SQL| Java| Python| Attribution Modeling,sweetgreen,201,3.700000048,27,CA,"Less than 10,000",Food and Beverages
Sr. Data Analyst,Microsoft Powerpoint| Tableau,Voya Financial,203,3.400000095,30,GA,,Banks and Financial Services
Sr. Customer Data Analyst,Microsoft SQL Server| Visual Basic| SQL,LTD Commodities,205,3.700000048,26,IL,,
Data Analyst,Google Analytics| R| SQL| Tableau,The New York Times,207,4,30,NY,,"Media, News and Publishing"
"VP, Data Analytics & Insights",AI| Machine Learning| Project Management| R| SQL| Teaching Experience| Python,Wiley,208,3.900000095,30,NJ,,Consulting and Business Services
Policy Analyst - Economics and Data Focus (Data Analyst),Microsoft Powerpoint| R| SQL| Microsoft Office,State of Washington,209,3.400000095,30,WA,,Government
Data Analyst/Business Analyst -Digital Health and Telehealth,JavaScript| Project Management| SQL| HTML5| Tableau,Seattle Children’s,210,4,30,WA,"Less than 10,000",Health Care
Data Analyst,Machine Learning| Power BI| R| SQL| MATLAB| Business Intelligence| SAS| Tableau| Java| Spark| Python,The Boston Consulting Group,211,4.199999809,30,MA,,Banks and Financial Services
Sr. Data Analyst,Data Mining| Machine Learning| Hadoop| R| SQL| Java| Natural Language Processing| Predictive Analytics| Python,[24]7,211,3.900000095,13,CA,"10,000+",Computers and Electronics
Sr. Data Analyst,Data Mining| Machine Learning| Hadoop| R| SQL| Java| Natural Language Processing| Predictive Analytics| Python,[24]7,211,3.900000095,13,CA,"10,000+",Computers and Electronics
Capital Markets Data Analyst,Microsoft SQL Server| Business Analysis| Oracle| SQL,Synechron,212,3.599999905,30,NC,"Less than 10,000",Consulting and Business Services
